East,North,Elevation,Var_1,Var_2,Var_3
   751.425,   774.258,   -25.825,     0.560,     1.156,     1.213
   753.176,   775.196,   -27.812,     0.560,     1.204,     1.193
   754.926,   776.135,   -29.798,     0.514,     1.237,     1.254
   756.677,   777.074,   -31.785,     0.493,     1.138,     1.302
   758.428,   778.013,   -33.771,     0.551,     1.167,     1.395
   760.179,   778.951,   -35.758,     0.534,     1.248,     1.527
   761.929,   779.890,   -37.744,     0.553,     1.158,     1.398
   763.680,   780.829,   -39.731,     0.542,     1.131,     1.356
   765.431,   781.767,   -41.717,     0.586,     0.997,     1.413
   767.182,   782.706,   -43.704,     0.552,     1.110,     1.309
   768.932,   783.645,   -45.691,     0.578,     1.022,     1.259
   770.683,   784.584,   -47.677,     0.610,     1.096,     1.243
   772.434,   785.522,   -49.664,     0.605,     1.182,     1.319
   774.185,   786.461,   -51.650,     0.581,     1.245,     1.485
   775.935,   787.400,   -53.637,     0.615,     1.232,     1.537
   777.686,   788.339,   -55.623,     0.647,     1.227,     1.503
   779.437,   789.277,   -57.610,     0.607,     1.279,     1.503
   781.188,   790.216,   -59.596,     0.587,     1.421,     1.496
   782.939,   791.155,   -61.583,     0.528,     1.387,     1.437
   784.689,   792.093,   -63.569,     0.550,     1.331,     1.562
   786.440,   793.032,   -65.556,     0.522,     1.389,     1.510
   788.191,   793.971,   -67.543,     0.513,     1.417,     1.559
   789.942,   794.910,   -69.529,     0.612,     1.392,     1.437
   791.692,   795.848,   -71.516,     0.595,     1.422,     1.448
   793.443,   796.787,   -73.502,     0.569,     1.524,     1.442
   795.194,   797.726,   -75.489,     0.474,     1.455,     1.506
   796.945,   798.665,   -77.475,     0.513,     1.333,     1.465
   798.695,   799.603,   -79.462,     0.520,     1.281,     1.531
   800.446,   800.542,   -81.448,     0.464,     1.247,     1.467
   802.197,   801.481,   -83.435,     0.439,     1.354,     1.392
   803.948,   802.419,   -85.421,     0.477,     1.352,     1.453
   805.698,   803.358,   -87.408,     0.452,     1.409,     1.514
   807.449,   804.297,   -89.395,     0.450,     1.272,     1.663
   809.200,   805.236,   -91.381,     0.441,     1.321,     1.731
   810.951,   806.174,   -93.368,     0.499,     1.335,     1.748
   812.701,   807.113,   -95.354,     0.497,     1.344,     1.788
   814.452,   808.052,   -97.341,     0.506,     1.287,     1.820
   816.203,   808.990,   -99.327,     0.502,     1.357,     1.837
   710.159,   850.628,    -0.000,     0.778,     1.172,     1.428
   708.515,   849.733,    -1.872,     0.748,     1.155,     1.271
   706.870,   848.838,    -3.745,     0.776,     1.062,     1.210
   705.225,   847.944,    -5.617,     0.761,     1.104,     1.067
   703.580,   847.049,    -7.489,     0.751,     1.041,     1.111
   701.936,   846.155,    -9.361,     0.754,     1.068,     1.138
   700.291,   845.260,   -11.234,     0.764,     1.062,     1.189
   698.646,   844.366,   -13.106,     0.813,     1.050,     1.126
   697.001,   843.471,   -14.978,     0.813,     1.027,     1.076
   695.357,   842.577,   -16.850,     0.809,     1.082,     1.162
   693.712,   841.682,   -18.723,     0.715,     1.046,     1.089
   692.067,   840.787,   -20.595,     0.658,     1.100,     1.027
   690.422,   839.893,   -22.467,     0.678,     1.080,     1.020
   688.778,   838.998,   -24.340,     0.666,     1.087,     0.991
   687.133,   838.104,   -26.212,     0.711,     1.059,     1.065
   685.488,   837.209,   -28.084,     0.710,     1.071,     1.141
   683.843,   836.315,   -29.956,     0.729,     1.011,     1.040
   682.199,   835.420,   -31.829,     0.687,     1.098,     1.112
   680.554,   834.525,   -33.701,     0.743,     1.069,     1.210
   678.909,   833.631,   -35.573,     0.683,     1.035,     1.143
   677.264,   832.736,   -37.446,     0.687,     0.971,     1.110
   675.620,   831.842,   -39.318,     0.712,     0.927,     1.050
   673.975,   830.947,   -41.190,     0.733,     0.894,     0.935
   672.330,   830.053,   -43.062,     0.733,     0.901,     0.968
   670.685,   829.158,   -44.935,     0.769,     0.981,     0.975
   669.041,   828.264,   -46.807,     0.769,     0.986,     1.033
   667.396,   827.369,   -48.679,     0.814,     0.928,     0.983
   665.751,   826.474,   -50.551,     0.789,     0.956,     0.950
   664.106,   825.580,   -52.424,     0.789,     0.971,     1.040
   662.462,   824.685,   -54.296,     0.809,     0.896,     1.031
   660.817,   823.791,   -56.168,     0.839,     0.857,     1.033
   659.172,   822.896,   -58.041,     0.831,     0.784,     0.928
   657.527,   822.002,   -59.913,     0.844,     0.812,     0.933
   655.883,   821.107,   -61.785,     0.876,     0.925,     1.024
   654.238,   820.213,   -63.657,     0.808,     0.976,     1.071
   652.593,   819.318,   -65.530,     0.795,     0.991,     0.992
   650.949,   818.423,   -67.402,     0.795,     0.932,     0.967
   649.304,   817.529,   -69.274,     0.811,     0.912,     0.945
   647.659,   816.634,   -71.147,     0.744,     0.913,     0.948
   646.014,   815.740,   -73.019,     0.789,     0.926,     0.983
   644.370,   814.845,   -74.891,     0.851,     0.828,     0.961
   642.725,   813.951,   -76.763,     0.869,     0.800,     0.947
   641.080,   813.056,   -78.636,     0.887,     0.755,     0.934
   639.435,   812.161,   -80.508,     0.842,     0.797,     0.999
   637.791,   811.267,   -82.380,     0.819,     0.809,     0.977
   636.146,   810.372,   -84.252,     0.842,     0.800,     0.978
   634.501,   809.478,   -86.125,     0.871,     0.716,     0.949
   632.856,   808.583,   -87.997,     0.848,     0.706,     0.846
   631.212,   807.689,   -89.869,     0.803,     0.717,     0.877
   629.567,   806.794,   -91.742,     0.840,     0.671,     0.867
   627.922,   805.900,   -93.614,     0.759,     0.661,     0.812
   710.171,   909.561,    -0.000,     0.704,     1.238,     1.086
   708.483,   909.614,    -1.689,     0.693,     1.272,     1.097
   706.795,   909.667,    -3.378,     0.713,     1.135,     1.074
   705.106,   909.720,    -5.067,     0.662,     1.113,     1.028
   703.418,   909.773,    -6.756,     0.658,     1.088,     0.972
   701.730,   909.827,    -8.445,     0.657,     1.091,     1.026
   700.042,   909.880,   -10.133,     0.689,     1.053,     1.003
   698.354,   909.933,   -11.822,     0.727,     0.990,     0.931
   696.666,   909.986,   -13.511,     0.724,     1.053,     1.041
   694.978,   910.039,   -15.200,     0.750,     1.042,     1.102
   693.290,   910.092,   -16.889,     0.744,     1.001,     1.094
   691.602,   910.145,   -18.578,     0.827,     0.823,     1.016
   689.914,   910.198,   -20.267,     0.848,     0.907,     1.069
   688.226,   910.251,   -21.956,     0.769,     0.938,     1.000
   686.538,   910.305,   -23.645,     0.776,     0.977,     0.966
   684.850,   910.358,   -25.334,     0.656,     1.081,     0.936
   683.162,   910.411,   -27.023,     0.648,     1.067,     0.961
   681.473,   910.464,   -28.711,     0.652,     1.056,     0.909
   679.785,   910.517,   -30.400,     0.660,     0.943,     0.875
   678.097,   910.570,   -32.089,     0.682,     0.981,     0.955
   676.409,   910.623,   -33.778,     0.643,     1.019,     0.986
   674.721,   910.676,   -35.467,     0.625,     1.010,     0.943
   673.033,   910.730,   -37.156,     0.632,     1.019,     0.903
   671.345,   910.783,   -38.845,     0.628,     1.061,     0.939
   669.657,   910.836,   -40.534,     0.662,     1.055,     0.896
   667.969,   910.889,   -42.223,     0.701,     1.064,     0.938
   666.281,   910.942,   -43.912,     0.698,     1.139,     0.891
   664.593,   910.995,   -45.601,     0.711,     1.111,     0.916
   662.905,   911.048,   -47.289,     0.732,     1.072,     0.899
   661.217,   911.101,   -48.978,     0.742,     1.074,     0.879
   659.528,   911.154,   -50.667,     0.766,     1.075,     0.956
   657.840,   911.208,   -52.356,     0.802,     1.043,     0.936
   656.152,   911.261,   -54.045,     0.828,     0.988,     0.913
   654.464,   911.314,   -55.734,     0.796,     0.927,     0.887
   652.776,   911.367,   -57.423,     0.711,     1.035,     0.873
   651.088,   911.420,   -59.112,     0.685,     0.968,     0.737
   649.400,   911.473,   -60.801,     0.721,     1.006,     0.769
   647.712,   911.526,   -62.490,     0.718,     0.959,     0.778
   646.024,   911.579,   -64.179,     0.834,     0.975,     0.892
   644.336,   911.633,   -65.867,     0.702,     1.045,     0.910
   642.648,   911.686,   -67.556,     0.736,     1.025,     0.859
   640.960,   911.739,   -69.245,     0.794,     1.024,     0.842
   639.272,   911.792,   -70.934,     0.744,     1.078,     0.763
   637.583,   911.845,   -72.623,     0.720,     1.051,     0.755
   635.895,   911.898,   -74.312,     0.763,     0.979,     0.752
   634.207,   911.951,   -76.001,     0.744,     0.952,     0.786
   632.519,   912.004,   -77.690,     0.716,     0.893,     0.834
   630.831,   912.057,   -79.379,     0.736,     0.936,     0.876
   629.143,   912.111,   -81.068,     0.807,     0.939,     0.974
   627.455,   912.164,   -82.757,     0.763,     1.003,     0.980
   625.767,   912.217,   -84.445,     0.753,     0.974,     0.918
   749.357,   907.459,    -0.000,     0.661,     1.213,     1.277
   748.508,   905.663,    -1.986,     0.635,     1.173,     1.316
   747.658,   903.868,    -3.973,     0.633,     1.268,     1.301
   746.809,   902.072,    -5.959,     0.638,     1.223,     1.284
   745.960,   900.276,    -7.946,     0.636,     1.222,     1.312
   745.110,   898.481,    -9.932,     0.639,     1.205,     1.367
   744.261,   896.685,   -11.918,     0.609,     1.201,     1.301
   743.411,   894.890,   -13.905,     0.597,     1.221,     1.172
   742.562,   893.094,   -15.891,     0.635,     1.182,     1.125
   741.713,   891.298,   -17.878,     0.671,     1.138,     1.113
   740.863,   889.503,   -19.864,     0.662,     1.186,     1.129
   740.014,   887.707,   -21.850,     0.608,     1.201,     1.132
   739.165,   885.911,   -23.837,     0.599,     1.201,     1.115
   738.315,   884.116,   -25.823,     0.588,     1.285,     1.155
   737.466,   882.320,   -27.809,     0.578,     1.252,     1.194
   736.616,   880.524,   -29.796,     0.563,     1.249,     1.232
   735.767,   878.729,   -31.782,     0.603,     1.287,     1.171
   734.918,   876.933,   -33.769,     0.664,     1.162,     1.193
   734.068,   875.137,   -35.755,     0.698,     1.126,     1.139
   733.219,   873.342,   -37.741,     0.675,     1.164,     1.097
   732.370,   871.546,   -39.728,     0.693,     1.095,     1.134
   731.520,   869.751,   -41.714,     0.652,     1.125,     1.126
   730.671,   867.955,   -43.701,     0.694,     1.128,     1.091
   729.822,   866.159,   -45.687,     0.726,     1.071,     1.033
   728.972,   864.364,   -47.673,     0.780,     1.042,     1.136
   728.123,   862.568,   -49.660,     0.793,     1.122,     1.352
   727.273,   860.772,   -51.646,     0.762,     1.138,     1.364
   726.424,   858.977,   -53.633,     0.703,     1.199,     1.244
   725.575,   857.181,   -55.619,     0.747,     1.323,     1.185
   724.725,   855.385,   -57.605,     0.720,     1.322,     1.289
   723.876,   853.590,   -59.592,     0.745,     1.312,     1.309
   723.027,   851.794,   -61.578,     0.710,     1.377,     1.345
   722.177,   849.998,   -63.565,     0.720,     1.312,     1.186
   721.328,   848.203,   -65.551,     0.679,     1.304,     1.129
   720.479,   846.407,   -67.537,     0.698,     1.234,     1.113
   719.629,   844.612,   -69.524,     0.688,     1.308,     1.156
   718.780,   842.816,   -71.510,     0.708,     1.398,     1.189
   717.930,   841.020,   -73.497,     0.722,     1.290,     1.095
   717.081,   839.225,   -75.483,     0.643,     1.379,     1.094
   716.232,   837.429,   -77.469,     0.642,     1.324,     1.209
   715.382,   835.633,   -79.456,     0.647,     1.331,     1.129
   714.533,   833.838,   -81.442,     0.685,     1.351,     1.116
   713.684,   832.042,   -83.428,     0.659,     1.370,     1.110
   712.834,   830.246,   -85.415,     0.677,     1.215,     1.054
   711.985,   828.451,   -87.401,     0.672,     1.291,     1.165
   711.136,   826.655,   -89.388,     0.735,     1.276,     1.163
   710.286,   824.859,   -91.374,     0.771,     1.313,     1.087
   709.437,   823.064,   -93.360,     0.779,     1.361,     1.132
   708.587,   821.268,   -95.347,     0.722,     1.371,     1.095
   707.738,   819.473,   -97.333,     0.685,     1.360,     1.061
   706.889,   817.677,   -99.320,     0.739,     1.332,     1.011
   810.738,   191.634,    -0.000,     0.526,     1.526,     1.462
   811.875,   193.247,    -1.973,     0.553,     1.474,     1.449
   813.012,   194.859,    -3.946,     0.541,     1.531,     1.359
   814.148,   196.471,    -5.919,     0.540,     1.389,     1.421
   815.285,   198.084,    -7.891,     0.547,     1.531,     1.351
   816.422,   199.696,    -9.864,     0.516,     1.530,     1.405
   817.559,   201.309,   -11.837,     0.486,     1.568,     1.575
   818.696,   202.921,   -13.810,     0.522,     1.487,     1.510
   819.832,   204.533,   -15.783,     0.540,     1.523,     1.475
   820.969,   206.146,   -17.756,     0.518,     1.640,     1.513
   822.106,   207.758,   -19.728,     0.495,     1.577,     1.639
   823.243,   209.371,   -21.701,     0.487,     1.542,     1.749
   824.380,   210.983,   -23.674,     0.455,     1.622,     1.857
   825.516,   212.595,   -25.647,     0.417,     1.649,     1.881
   826.653,   214.208,   -27.620,     0.424,     1.574,     1.880
   827.790,   215.820,   -29.593,     0.422,     1.741,     1.874
   828.927,   217.432,   -31.565,     0.422,     1.709,     1.948
   830.064,   219.045,   -33.538,     0.400,     1.684,     1.872
   831.201,   220.657,   -35.511,     0.365,     1.651,     1.882
   832.337,   222.270,   -37.484,     0.383,     1.827,     1.873
   833.474,   223.882,   -39.457,     0.339,     1.870,     1.871
   834.611,   225.494,   -41.430,     0.323,     1.894,     1.976
   835.748,   227.107,   -43.402,     0.334,     1.970,     1.902
   836.885,   228.719,   -45.375,     0.336,     1.966,     1.803
   838.021,   230.331,   -47.348,     0.334,     1.947,     1.924
   839.158,   231.944,   -49.321,     0.306,     1.978,     2.037
   840.295,   233.556,   -51.294,     0.308,     1.919,     2.089
   841.432,   235.169,   -53.267,     0.316,     1.996,     1.921
   842.569,   236.781,   -55.240,     0.337,     2.197,     1.779
   843.705,   238.393,   -57.212,     0.314,     2.256,     1.671
   844.842,   240.006,   -59.185,     0.341,     2.294,     1.567
   845.979,   241.618,   -61.158,     0.325,     2.032,     1.678
   847.116,   243.231,   -63.131,     0.334,     1.841,     1.768
   848.253,   244.843,   -65.104,     0.326,     1.930,     1.745
   849.389,   246.455,   -67.077,     0.329,     1.879,     1.714
   850.526,   248.068,   -69.049,     0.354,     1.758,     1.643
   851.663,   249.680,   -71.022,     0.376,     1.778,     1.701
   852.800,   251.292,   -72.995,     0.388,     1.688,     1.854
   853.937,   252.905,   -74.968,     0.374,     1.642,     1.854
   855.073,   254.517,   -76.941,     0.380,     1.531,     2.002
   856.210,   256.130,   -78.914,     0.352,     1.449,     1.950
   857.347,   257.742,   -80.886,     0.360,     1.485,     1.988
   858.484,   259.354,   -82.859,     0.352,     1.400,     2.089
   859.621,   260.967,   -84.832,     0.366,     1.357,     1.832
   860.757,   262.579,   -86.805,     0.399,     1.445,     1.778
   861.894,   264.192,   -88.778,     0.390,     1.560,     1.620
   863.031,   265.804,   -90.751,     0.431,     1.577,     1.611
   864.168,   267.416,   -92.724,     0.404,     1.496,     1.697
   865.305,   269.029,   -94.696,     0.371,     1.593,     1.737
   866.441,   270.641,   -96.669,     0.397,     1.581,     1.673
   867.578,   272.253,   -98.642,     0.390,     1.502,     1.959
   807.379,   227.890,    -0.000,     0.430,     1.561,     2.037
   806.849,   225.962,    -1.999,     0.427,     1.573,     2.115
   806.319,   224.034,    -3.999,     0.437,     1.432,     2.000
   805.789,   222.107,    -5.998,     0.407,     1.492,     1.707
   805.259,   220.179,    -7.997,     0.421,     1.373,     1.887
   804.728,   218.251,    -9.997,     0.443,     1.341,     1.762
   804.198,   216.323,   -11.996,     0.449,     1.381,     1.671
   803.668,   214.396,   -13.995,     0.436,     1.479,     1.587
   803.138,   212.468,   -15.995,     0.446,     1.531,     1.527
   802.608,   210.540,   -17.994,     0.472,     1.460,     1.660
   802.077,   208.612,   -19.993,     0.481,     1.520,     1.588
   801.547,   206.685,   -21.992,     0.532,     1.392,     1.579
   801.017,   204.757,   -23.992,     0.548,     1.257,     1.540
   800.487,   202.829,   -25.991,     0.512,     1.281,     1.512
   799.957,   200.901,   -27.990,     0.511,     1.301,     1.498
   799.426,   198.974,   -29.990,     0.495,     1.143,     1.375
   798.896,   197.046,   -31.989,     0.491,     1.122,     1.391
   798.366,   195.118,   -33.988,     0.486,     1.250,     1.426
   797.836,   193.191,   -35.988,     0.440,     1.264,     1.464
   797.306,   191.263,   -37.987,     0.430,     1.342,     1.444
   796.775,   189.335,   -39.986,     0.419,     1.450,     1.491
   796.245,   187.407,   -41.986,     0.425,     1.442,     1.438
   795.715,   185.480,   -43.985,     0.417,     1.473,     1.304
   795.185,   183.552,   -45.984,     0.409,     1.361,     1.283
   794.655,   181.624,   -47.984,     0.401,     1.357,     1.402
   794.125,   179.696,   -49.983,     0.411,     1.353,     1.448
   793.594,   177.769,   -51.982,     0.475,     1.285,     1.396
   793.064,   175.841,   -53.981,     0.498,     1.243,     1.338
   792.534,   173.913,   -55.981,     0.461,     1.355,     1.259
   792.004,   171.985,   -57.980,     0.474,     1.513,     1.276
   791.474,   170.058,   -59.979,     0.472,     1.359,     1.388
   790.943,   168.130,   -61.979,     0.451,     1.300,     1.315
   790.413,   166.202,   -63.978,     0.510,     1.262,     1.213
   789.883,   164.275,   -65.977,     0.484,     1.311,     1.371
   789.353,   162.347,   -67.977,     0.534,     1.295,     1.402
   788.823,   160.419,   -69.976,     0.525,     1.405,     1.473
   788.292,   158.491,   -71.975,     0.576,     1.267,     1.396
   787.762,   156.564,   -73.975,     0.620,     1.253,     1.267
   787.232,   154.636,   -75.974,     0.624,     1.291,     1.288
   786.702,   152.708,   -77.973,     0.611,     1.281,     1.382
   786.172,   150.780,   -79.973,     0.675,     1.233,     1.494
   785.641,   148.853,   -81.972,     0.689,     1.232,     1.257
   785.111,   146.925,   -83.971,     0.651,     1.228,     1.360
   784.581,   144.997,   -85.970,     0.673,     1.217,     1.423
   784.051,   143.070,   -87.970,     0.637,     1.186,     1.391
   783.521,   141.142,   -89.969,     0.611,     1.166,     1.405
   782.990,   139.214,   -91.968,     0.525,     1.250,     1.431
   782.460,   137.286,   -93.968,     0.553,     1.318,     1.419
   781.930,   135.359,   -95.967,     0.529,     1.391,     1.556
   781.400,   133.431,   -97.966,     0.578,     1.321,     1.715
   780.870,   131.503,   -99.966,     0.584,     1.253,     1.515
   797.099,   218.093,    -0.000,     0.432,     1.579,     1.686
   797.705,   216.636,    -1.579,     0.412,     1.567,     1.733
   798.312,   215.178,    -3.157,     0.390,     1.590,     1.845
   798.919,   213.721,    -4.736,     0.389,     1.559,     1.727
   799.526,   212.264,    -6.314,     0.400,     1.567,     1.583
   800.132,   210.807,    -7.893,     0.398,     1.633,     1.512
   800.739,   209.349,    -9.471,     0.426,     1.707,     1.480
   801.346,   207.892,   -11.050,     0.429,     1.513,     1.528
   801.953,   206.435,   -12.628,     0.469,     1.501,     1.640
   802.560,   204.978,   -14.207,     0.467,     1.494,     1.611
   803.166,   203.521,   -15.785,     0.462,     1.530,     1.614
   803.773,   202.063,   -17.364,     0.494,     1.430,     1.575
   804.380,   200.606,   -18.942,     0.530,     1.576,     1.601
   804.987,   199.149,   -20.521,     0.520,     1.407,     1.495
   805.594,   197.692,   -22.099,     0.545,     1.346,     1.504
   806.200,   196.234,   -23.678,     0.542,     1.369,     1.548
   806.807,   194.777,   -25.256,     0.587,     1.294,     1.458
   807.414,   193.320,   -26.835,     0.551,     1.288,     1.579
   808.021,   191.863,   -28.413,     0.549,     1.249,     1.578
   808.627,   190.406,   -29.992,     0.512,     1.287,     1.682
   809.234,   188.948,   -31.570,     0.493,     1.253,     1.637
   809.841,   187.491,   -33.149,     0.482,     1.371,     1.569
   810.448,   186.034,   -34.727,     0.475,     1.349,     1.558
   811.055,   184.577,   -36.306,     0.429,     1.400,     1.530
   811.661,   183.119,   -37.884,     0.435,     1.403,     1.591
   812.268,   181.662,   -39.463,     0.436,     1.488,     1.507
   812.875,   180.205,   -41.041,     0.437,     1.520,     1.336
   813.482,   178.748,   -42.620,     0.485,     1.532,     1.304
   814.089,   177.291,   -44.198,     0.445,     1.643,     1.251
   814.695,   175.833,   -45.777,     0.461,     1.593,     1.422
   815.302,   174.376,   -47.355,     0.462,     1.394,     1.383
   815.909,   172.919,   -48.934,     0.472,     1.418,     1.301
   816.516,   171.462,   -50.512,     0.466,     1.556,     1.484
   817.122,   170.004,   -52.091,     0.422,     1.732,     1.502
   817.729,   168.547,   -53.669,     0.437,     1.837,     1.665
   818.336,   167.090,   -55.248,     0.423,     1.840,     1.574
   818.943,   165.633,   -56.826,     0.448,     1.726,     1.687
   819.550,   164.176,   -58.405,     0.453,     1.648,     1.710
   820.156,   162.718,   -59.983,     0.455,     1.585,     1.637
   820.763,   161.261,   -61.562,     0.433,     1.698,     1.521
   821.370,   159.804,   -63.140,     0.412,     1.762,     1.577
   821.977,   158.347,   -64.719,     0.402,     1.873,     1.598
   822.584,   156.889,   -66.297,     0.420,     1.851,     1.693
   823.190,   155.432,   -67.876,     0.456,     1.723,     1.666
   823.797,   153.975,   -69.454,     0.496,     1.764,     1.720
   824.404,   152.518,   -71.033,     0.491,     1.756,     1.702
   825.011,   151.061,   -72.611,     0.489,     1.776,     1.615
   825.617,   149.603,   -74.190,     0.486,     1.866,     1.568
   826.224,   148.146,   -75.768,     0.472,     1.857,     1.613
   826.831,   146.689,   -77.347,     0.451,     1.912,     1.659
   827.438,   145.232,   -78.925,     0.444,     1.858,     1.633
   776.621,   344.343,    -0.000,     0.598,     1.367,     1.189
   778.302,   343.463,    -1.897,     0.580,     1.403,     1.249
   779.982,   342.584,    -3.793,     0.552,     1.309,     1.341
   781.663,   341.704,    -5.690,     0.578,     1.256,     1.425
   783.343,   340.825,    -7.587,     0.563,     1.218,     1.421
   785.024,   339.945,    -9.484,     0.508,     1.375,     1.469
   786.704,   339.066,   -11.380,     0.483,     1.361,     1.503
   788.385,   338.187,   -13.277,     0.465,     1.401,     1.403
   790.065,   337.307,   -15.174,     0.452,     1.417,     1.502
   791.746,   336.428,   -17.071,     0.459,     1.431,     1.590
   793.426,   335.548,   -18.967,     0.495,     1.370,     1.529
   795.107,   334.669,   -20.864,     0.548,     1.416,     1.641
   796.787,   333.789,   -22.761,     0.554,     1.392,     1.562
   798.468,   332.910,   -24.657,     0.541,     1.285,     1.541
   800.148,   332.030,   -26.554,     0.533,     1.289,     1.674
   801.829,   331.151,   -28.451,     0.494,     1.398,     1.549
   803.509,   330.271,   -30.348,     0.482,     1.426,     1.670
   805.190,   329.392,   -32.244,     0.488,     1.460,     1.683
   806.870,   328.512,   -34.141,     0.475,     1.456,     1.744
   808.551,   327.633,   -36.038,     0.465,     1.417,     1.733
   810.231,   326.753,   -37.935,     0.464,     1.525,     1.635
   811.912,   325.874,   -39.831,     0.474,     1.496,     1.511
   813.592,   324.994,   -41.728,     0.411,     1.339,     1.491
   815.273,   324.115,   -43.625,     0.443,     1.448,     1.548
   816.953,   323.236,   -45.521,     0.432,     1.401,     1.514
   818.634,   322.356,   -47.418,     0.473,     1.381,     1.400
   820.315,   321.477,   -49.315,     0.467,     1.404,     1.494
   821.995,   320.597,   -51.212,     0.439,     1.523,     1.535
   823.676,   319.718,   -53.108,     0.396,     1.651,     1.607
   825.356,   318.838,   -55.005,     0.417,     1.765,     1.602
   827.037,   317.959,   -56.902,     0.410,     1.913,     1.581
   828.717,   317.079,   -58.799,     0.454,     1.895,     1.644
   830.398,   316.200,   -60.695,     0.446,     1.913,     1.646
   832.078,   315.320,   -62.592,     0.425,     1.926,     1.636
   833.759,   314.441,   -64.489,     0.399,     1.915,     1.754
   835.439,   313.561,   -66.385,     0.390,     2.092,     1.758
   837.120,   312.682,   -68.282,     0.389,     1.964,     1.709
   838.800,   311.802,   -70.179,     0.391,     1.903,     1.586
   840.481,   310.923,   -72.076,     0.400,     1.658,     1.559
   842.161,   310.044,   -73.972,     0.388,     1.711,     1.602
   843.842,   309.164,   -75.869,     0.372,     1.618,     1.667
   845.522,   308.285,   -77.766,     0.349,     1.785,     1.718
   847.203,   307.405,   -79.663,     0.392,     1.763,     1.787
   848.883,   306.526,   -81.559,     0.401,     1.707,     1.727
   850.564,   305.646,   -83.456,     0.409,     1.685,     1.634
   852.244,   304.767,   -85.353,     0.378,     1.740,     1.566
   853.925,   303.887,   -87.249,     0.369,     1.551,     1.663
   855.605,   303.008,   -89.146,     0.335,     1.745,     1.648
   857.286,   302.128,   -91.043,     0.341,     1.871,     1.477
   858.966,   301.249,   -92.940,     0.355,     1.899,     1.548
   860.647,   300.369,   -94.836,     0.355,     1.922,     1.565
   764.159,   303.384,    -0.000,     0.519,     1.333,     1.387
   762.174,   303.391,    -1.984,     0.525,     1.298,     1.315
   760.190,   303.397,    -3.969,     0.560,     1.284,     1.319
   758.206,   303.403,    -5.953,     0.542,     1.461,     1.348
   756.221,   303.410,    -7.937,     0.558,     1.338,     1.361
   754.237,   303.416,    -9.922,     0.582,     1.274,     1.284
   752.252,   303.422,   -11.906,     0.605,     1.307,     1.164
   750.268,   303.429,   -13.890,     0.583,     1.367,     1.197
   748.284,   303.435,   -15.875,     0.660,     1.406,     1.209
   746.299,   303.441,   -17.859,     0.628,     1.392,     1.316
   744.315,   303.448,   -19.844,     0.613,     1.372,     1.343
   742.331,   303.454,   -21.828,     0.601,     1.416,     1.218
   740.346,   303.460,   -23.812,     0.617,     1.369,     1.138
   738.362,   303.467,   -25.797,     0.581,     1.355,     1.137
   736.378,   303.473,   -27.781,     0.613,     1.277,     1.101
   734.393,   303.479,   -29.765,     0.641,     1.292,     1.152
   732.409,   303.486,   -31.750,     0.673,     1.186,     1.140
   730.425,   303.492,   -33.734,     0.650,     1.147,     1.124
   728.440,   303.498,   -35.718,     0.660,     1.118,     1.145
   726.456,   303.505,   -37.703,     0.626,     1.079,     1.208
   724.472,   303.511,   -39.687,     0.618,     1.106,     1.190
   722.487,   303.517,   -41.671,     0.593,     1.221,     1.236
   720.503,   303.524,   -43.656,     0.593,     1.218,     1.113
   718.519,   303.530,   -45.640,     0.566,     1.263,     1.091
   716.534,   303.536,   -47.625,     0.582,     1.305,     1.078
   714.550,   303.543,   -49.609,     0.601,     1.319,     0.949
   712.566,   303.549,   -51.593,     0.567,     1.303,     0.987
   710.581,   303.555,   -53.578,     0.644,     1.257,     0.924
   708.597,   303.562,   -55.562,     0.707,     1.201,     0.978
   706.613,   303.568,   -57.546,     0.689,     1.176,     0.957
   704.628,   303.574,   -59.531,     0.730,     1.145,     1.064
   702.644,   303.581,   -61.515,     0.700,     1.067,     0.996
   700.659,   303.587,   -63.499,     0.707,     1.129,     1.004
   698.675,   303.593,   -65.484,     0.649,     1.070,     1.029
   696.691,   303.600,   -67.468,     0.681,     1.033,     0.925
   694.706,   303.606,   -69.452,     0.669,     1.016,     0.976
   692.722,   303.612,   -71.437,     0.658,     1.122,     0.982
   690.738,   303.619,   -73.421,     0.661,     1.160,     1.019
   688.753,   303.625,   -75.405,     0.655,     1.082,     1.076
   686.769,   303.631,   -77.390,     0.663,     1.064,     1.088
   684.785,   303.638,   -79.374,     0.740,     1.021,     1.094
   682.800,   303.644,   -81.359,     0.721,     1.052,     1.139
   680.816,   303.650,   -83.343,     0.709,     0.996,     1.179
   678.832,   303.657,   -85.327,     0.710,     1.049,     1.087
   676.847,   303.663,   -87.312,     0.755,     1.025,     1.071
   674.863,   303.669,   -89.296,     0.783,     1.062,     1.158
   672.879,   303.676,   -91.280,     0.799,     1.078,     1.161
   670.894,   303.682,   -93.265,     0.786,     1.034,     1.216
   668.910,   303.688,   -95.249,     0.744,     1.141,     1.168
   666.926,   303.695,   -97.233,     0.704,     1.139,     1.226
   664.941,   303.701,   -99.218,     0.731,     1.126,     1.090
   767.516,   376.339,    -0.000,     0.520,     1.392,     1.200
   765.799,   377.362,    -1.999,     0.512,     1.368,     1.308
   764.082,   378.386,    -3.997,     0.511,     1.547,     1.292
   762.366,   379.409,    -5.996,     0.505,     1.561,     1.206
